commodity_desc,reference_period_desc,year,state_ansi,state_name,county_ansi,county_name,asd_code,asd_desc,domain_desc,source_desc,agg_level_desc,"PRODUCTION, MEASURED IN BU","YIELD, MEASURED IN BU / ACRE"
CORN,YEAR,2022,01,ALABAMA,003,BALDWIN,50,COASTAL PLAINS & GULF COAST,TOTAL,SURVEY,COUNTY,1020000.0,139.0
CORN,YEAR,2022,01,ALABAMA,005,BARBOUR,60,WIREGRASS,TOTAL,SURVEY,COUNTY,262000.0,159.8
CORN,YEAR,2022,01,ALABAMA,009,BLOUNT,20,MOUNTAINS & EASTERN VALLEY,TOTAL,SURVEY,COUNTY,242000.0,100.4
CORN,YEAR,2022,01,ALABAMA,015,CALHOUN,20,MOUNTAINS & EASTERN VALLEY,TOTAL,SURVEY,COUNTY,319000.0,142.4
CORN,YEAR,2022,01,ALABAMA,019,CHEROKEE,20,MOUNTAINS & EASTERN VALLEY,TOTAL,SURVEY,COUNTY,633000.0,138.5
CORN,YEAR,2022,01,ALABAMA,021,CHILTON,30,UPPER PLAINS & PIEDMONT,TOTAL,SURVEY,COUNTY,75800.0,92.4
CORN,YEAR,2022,01,ALABAMA,031,COFFEE,60,WIREGRASS,TOTAL,SURVEY,COUNTY,602000.0,125.4
CORN,YEAR,2022,01,ALABAMA,033,COLBERT,10,NORTHERN VALLEY,TOTAL,SURVEY,COUNTY,1607000.0,94.0
CORN,YEAR,2022,01,ALABAMA,043,CULLMAN,20,MOUNTAINS & EASTERN VALLEY,TOTAL,SURVEY,COUNTY,363000.0,134.4
CORN,YEAR,2022,01,ALABAMA,045,DALE,60,WIREGRASS,TOTAL,SURVEY,COUNTY,200000.0,128.2
CORN,YEAR,2022,01,ALABAMA,047,DALLAS,40,BLACK BELT,TOTAL,SURVEY,COUNTY,503000.0,111.3
CORN,YEAR,2022,01,ALABAMA,049,DE KALB,20,MOUNTAINS & EASTERN VALLEY,TOTAL,SURVEY,COUNTY,1760000.0,144.3
CORN,YEAR,2022,01,ALABAMA,053,ESCAMBIA,50,COASTAL PLAINS & GULF COAST,TOTAL,SURVEY,COUNTY,1136000.0,167.1
CORN,YEAR,2022,01,ALABAMA,055,ETOWAH,20,MOUNTAINS & EASTERN VALLEY,TOTAL,SURVEY,COUNTY,384000.0,132.4
CORN,YEAR,2022,01,ALABAMA,057,FAYETTE,30,UPPER PLAINS & PIEDMONT,TOTAL,SURVEY,COUNTY,187800.0,101.5
CORN,YEAR,2022,01,ALABAMA,067,HENRY,60,WIREGRASS,TOTAL,SURVEY,COUNTY,468000.0,161.4
CORN,YEAR,2022,01,ALABAMA,069,HOUSTON,60,WIREGRASS,TOTAL,SURVEY,COUNTY,452000.0,160.3
CORN,YEAR,2022,01,ALABAMA,071,JACKSON,20,MOUNTAINS & EASTERN VALLEY,TOTAL,SURVEY,COUNTY,2546000.0,110.7
