commodity_desc,reference_period_desc,year,state_ansi,state_name,county_ansi,county_name,asd_code,asd_desc,domain_desc,source_desc,agg_level_desc,"PRODUCTION, MEASURED IN BU","YIELD, MEASURED IN BU / ACRE"
SOYBEANS,YEAR,2022,01,ALABAMA,003,BALDWIN,50,COASTAL PLAINS & GULF COAST,TOTAL,SURVEY,COUNTY,445000.0,37.1
SOYBEANS,YEAR,2022,01,ALABAMA,009,BLOUNT,20,MOUNTAINS & EASTERN VALLEY,TOTAL,SURVEY,COUNTY,96900.0,37.4
SOYBEANS,YEAR,2022,01,ALABAMA,015,CALHOUN,20,MOUNTAINS & EASTERN VALLEY,TOTAL,SURVEY,COUNTY,132000.0,45.5
SOYBEANS,YEAR,2022,01,ALABAMA,019,CHEROKEE,20,MOUNTAINS & EASTERN VALLEY,TOTAL,SURVEY,COUNTY,237000.0,39.2
SOYBEANS,YEAR,2022,01,ALABAMA,033,COLBERT,10,NORTHERN VALLEY,TOTAL,SURVEY,COUNTY,801000.0,35.6
SOYBEANS,YEAR,2022,01,ALABAMA,043,CULLMAN,20,MOUNTAINS & EASTERN VALLEY,TOTAL,SURVEY,COUNTY,389000.0,47.4
SOYBEANS,YEAR,2022,01,ALABAMA,047,DALLAS,40,BLACK BELT,TOTAL,SURVEY,COUNTY,403000.0,41.3
SOYBEANS,YEAR,2022,01,ALABAMA,049,DE KALB,20,MOUNTAINS & EASTERN VALLEY,TOTAL,SURVEY,COUNTY,625000.0,48.8
SOYBEANS,YEAR,2022,01,ALABAMA,055,ETOWAH,20,MOUNTAINS & EASTERN VALLEY,TOTAL,SURVEY,COUNTY,143000.0,46.4
SOYBEANS,YEAR,2022,01,ALABAMA,057,FAYETTE,30,UPPER PLAINS & PIEDMONT,TOTAL,SURVEY,COUNTY,83600.0,42.0
SOYBEANS,YEAR,2022,01,ALABAMA,069,HOUSTON,60,WIREGRASS,TOTAL,SURVEY,COUNTY,38300.0,42.6
SOYBEANS,YEAR,2022,01,ALABAMA,071,JACKSON,20,MOUNTAINS & EASTERN VALLEY,TOTAL,SURVEY,COUNTY,1192000.0,45.5
SOYBEANS,YEAR,2022,01,ALABAMA,077,LAUDERDALE,10,NORTHERN VALLEY,TOTAL,SURVEY,COUNTY,939000.0,42.5
SOYBEANS,YEAR,2022,01,ALABAMA,079,LAWRENCE,10,NORTHERN VALLEY,TOTAL,SURVEY,COUNTY,1374000.0,42.9
SOYBEANS,YEAR,2022,01,ALABAMA,083,LIMESTONE,10,NORTHERN VALLEY,TOTAL,SURVEY,COUNTY,2136000.0,37.1
SOYBEANS,YEAR,2022,01,ALABAMA,087,MACON,40,BLACK BELT,TOTAL,SURVEY,COUNTY,57400.0,42.5
SOYBEANS,YEAR,2022,01,ALABAMA,089,MADISON,10,NORTHERN VALLEY,TOTAL,SURVEY,COUNTY,1634000.0,47.1
SOYBEANS,YEAR,2022,01,ALABAMA,093,MARION,10,NORTHERN VALLEY,TOTAL,SURVEY,COUNTY,127000.0,46.2
SOYBEANS,YEAR,2022,01,ALABAMA,095,MARSHALL,20,MOUNTAINS & EASTERN VALLEY,TOTAL,SURVEY,COUNTY,395000.0,43.1
SOYBEANS,YEAR,2022,01,ALABAMA,103,MORGAN,10,NORTHERN VALLEY,TOTAL,SURVEY,COUNTY,357000.0,33.4
SOYBEANS,YEAR,2022,01,ALABAMA,105,PERRY,40,BLACK BELT,TOTAL,SURVEY,COUNTY,251000.0,39.3
SOYBEANS,YEAR,2022,01,ALABAMA,109,PIKE,60,WIREGRASS,TOTAL,SURVEY,COUNTY,35200.0,33.8
SOYBEANS,YEAR,2022,01,ALABAMA,121,TALLADEGA,30,UPPER PLAINS & PIEDMONT,TOTAL,SURVEY,COUNTY,328000.0,46.3
SOYBEANS,YEAR,2022,01,ALABAMA,125,TUSCALOOSA,30,UPPER PLAINS & PIEDMONT,TOTAL,SURVEY,COUNTY,164000.0,39.2
SOYBEANS,YEAR,2022,05,ARKANSAS,001,ARKANSAS,60,EAST CENTRAL,TOTAL,SURVEY,COUNTY,9576000.0,56.0
SOYBEANS,YEAR,2022,05,ARKANSAS,003,ASHLEY,90,SOUTHEAST,TOTAL,SURVEY,COUNTY,3140000.0,59.7
SOYBEANS,YEAR,2022,05,ARKANSAS,017,CHICOT,90,SOUTHEAST,TOTAL,SURVEY,COUNTY,9240000.0,54.1
SOYBEANS,YEAR,2022,05,ARKANSAS,021,CLAY,30,NORTHEAST,TOTAL,SURVEY,COUNTY,6110000.0,54.7
SOYBEANS,YEAR,2022,05,ARKANSAS,029,CONWAY,50,CENTRAL,TOTAL,SURVEY,COUNTY,506000.0,31.8
SOYBEANS,YEAR,2022,05,ARKANSAS,031,CRAIGHEAD,30,NORTHEAST,TOTAL,SURVEY,COUNTY,4445000.0,46.5
SOYBEANS,YEAR,2022,05,ARKANSAS,035,CRITTENDEN,60,EAST CENTRAL,TOTAL,SURVEY,COUNTY,11571000.0,53.2
SOYBEANS,YEAR,2022,05,ARKANSAS,037,CROSS,60,EAST CENTRAL,TOTAL,SURVEY,COUNTY,8408000.0,51.9
SOYBEANS,YEAR,2022,05,ARKANSAS,041,DESHA,90,SOUTHEAST,TOTAL,SURVEY,COUNTY,9296000.0,58.8
SOYBEANS,YEAR,2022,05,ARKANSAS,043,DREW,90,SOUTHEAST,TOTAL,SURVEY,COUNTY,1807000.0,61.9
SOYBEANS,YEAR,2022,05,ARKANSAS,045,FAULKNER,50,CENTRAL,TOTAL,SURVEY,COUNTY,264000.0,39.9
SOYBEANS,YEAR,2022,05,ARKANSAS,055,GREENE,30,NORTHEAST,TOTAL,SURVEY,COUNTY,3817000.0,52.0
SOYBEANS,YEAR,2022,05,ARKANSAS,063,INDEPENDENCE,30,NORTHEAST,TOTAL,SURVEY,COUNTY,974000.0,42.9
SOYBEANS,YEAR,2022,05,ARKANSAS,067,JACKSON,30,NORTHEAST,TOTAL,SURVEY,COUNTY,4181000.0,38.4
SOYBEANS,YEAR,2022,05,ARKANSAS,069,JEFFERSON,90,SOUTHEAST,TOTAL,SURVEY,COUNTY,6071000.0,57.6
SOYBEANS,YEAR,2022,05,ARKANSAS,075,LAWRENCE,30,NORTHEAST,TOTAL,SURVEY,COUNTY,3209000.0,48.7
SOYBEANS,YEAR,2022,05,ARKANSAS,077,LEE,60,EAST CENTRAL,TOTAL,SURVEY,COUNTY,7599000.0,57.7
SOYBEANS,YEAR,2022,05,ARKANSAS,079,LINCOLN,90,SOUTHEAST,TOTAL,SURVEY,COUNTY,3958000.0,60.8
SOYBEANS,YEAR,2022,05,ARKANSAS,081,LITTLE RIVER,70,SOUTHWEST,TOTAL,SURVEY,COUNTY,328000.0,31.2
SOYBEANS,YEAR,2022,05,ARKANSAS,085,LONOKE,60,EAST CENTRAL,TOTAL,SURVEY,COUNTY,4390000.0,49.6
SOYBEANS,YEAR,2022,05,ARKANSAS,093,MISSISSIPPI,30,NORTHEAST,TOTAL,SURVEY,COUNTY,16505000.0,59.4
SOYBEANS,YEAR,2022,05,ARKANSAS,095,MONROE,60,EAST CENTRAL,TOTAL,SURVEY,COUNTY,3966000.0,44.2
SOYBEANS,YEAR,2022,05,ARKANSAS,107,PHILLIPS,60,EAST CENTRAL,TOTAL,SURVEY,COUNTY,11135000.0,55.4
SOYBEANS,YEAR,2022,05,ARKANSAS,111,POINSETT,30,NORTHEAST,TOTAL,SURVEY,COUNTY,9692000.0,49.2
SOYBEANS,YEAR,2022,05,ARKANSAS,115,POPE,40,WEST CENTRAL,TOTAL,SURVEY,COUNTY,354000.0,43.8
SOYBEANS,YEAR,2022,05,ARKANSAS,117,PRAIRIE,60,EAST CENTRAL,TOTAL,SURVEY,COUNTY,5050000.0,50.6
SOYBEANS,YEAR,2022,05,ARKANSAS,119,PULASKI,50,CENTRAL,TOTAL,SURVEY,COUNTY,609000.0,35.4
SOYBEANS,YEAR,2022,05,ARKANSAS,123,SAINT FRANCIS,60,EAST CENTRAL,TOTAL,SURVEY,COUNTY,7691000.0,52.0
SOYBEANS,YEAR,2022,05,ARKANSAS,145,WHITE,30,NORTHEAST,TOTAL,SURVEY,COUNTY,1107000.0,36.4
SOYBEANS,YEAR,2022,05,ARKANSAS,147,WOODRUFF,60,EAST CENTRAL,TOTAL,SURVEY,COUNTY,4784000.0,40.1
SOYBEANS,YEAR,2022,05,ARKANSAS,149,YELL,40,WEST CENTRAL,TOTAL,SURVEY,COUNTY,230000.0,34.4
SOYBEANS,YEAR,2022,10,DELAWARE,001,KENT,50,CENTRAL,TOTAL,SURVEY,COUNTY,2820000.0,45.7
SOYBEANS,YEAR,2022,10,DELAWARE,003,NEW CASTLE,20,NORTHERN,TOTAL,SURVEY,COUNTY,782000.0,36.9
